sheet,cell,row_label,value,target_id,verdict,note
CF1,W60,"Проставить темп,%",0.2,CAPEX.ITEMS[COMMISSIONING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,X60,"Проставить темп,%",0.2,CAPEX.ITEMS[COMMISSIONING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Y60,"Проставить темп,%",0.2,CAPEX.ITEMS[COMMISSIONING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Z60,"Проставить темп,%",0.2,CAPEX.ITEMS[COMMISSIONING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,O62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,P62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Q62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,R62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,S62,"Проставить темп,%",0.141,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,T62,"Проставить темп,%",0.141,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,U62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,V62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,W62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,X62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Y62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Z62,"Проставить темп,%",0.0714,CAPEX.ITEMS[CONTINGENCY].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,F64,"Проставить темп,%",0.005,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,G64,"Проставить темп,%",0.005,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,H64,"Проставить темп,%",0.03,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,I64,"Проставить темп,%",0.03,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,J64,"Проставить темп,%",0.03,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,K64,"Проставить темп,%",0.03,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,L64,"Проставить темп,%",0.04,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,M64,"Проставить темп,%",0.04,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,N64,"Проставить темп,%",0.04,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,O64,"Проставить темп,%",0.04,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,P64,"Проставить темп,%",0.05,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Q64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,R64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,S64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,T64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,U64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,V64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,W64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,X64,"Проставить темп,%",0.07,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Y64,"Проставить темп,%",0.05,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Z64,"Проставить темп,%",0.05,CAPEX.ITEMS[TECH_CUSTOMER].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Y68,"Проставить темп,%",0.25,CAPEX.ITEMS[MONITORING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Z68,"Проставить темп,%",0.25,CAPEX.ITEMS[MONITORING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,AA68,"Проставить темп,%",0.25,CAPEX.ITEMS[MONITORING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,AB68,"Проставить темп,%",0.25,CAPEX.ITEMS[MONITORING].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,V72,"Проставить темп,%",0,CAPEX.ITEMS[SOCIAL_OBJECTS].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,W72,"Проставить темп,%",0.25,CAPEX.ITEMS[SOCIAL_OBJECTS].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,X72,"Проставить темп,%",0.25,CAPEX.ITEMS[SOCIAL_OBJECTS].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Y72,"Проставить темп,%",0.25,CAPEX.ITEMS[SOCIAL_OBJECTS].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Z72,"Проставить темп,%",0.25,CAPEX.ITEMS[SOCIAL_OBJECTS].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,F76,"Проставить темп,%",0.005,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,G76,"Проставить темп,%",0.005,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,H76,"Проставить темп,%",0.03,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,I76,"Проставить темп,%",0.03,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,J76,"Проставить темп,%",0.03,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,K76,"Проставить темп,%",0.03,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,L76,"Проставить темп,%",0.04,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,M76,"Проставить темп,%",0.04,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,N76,"Проставить темп,%",0.04,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,O76,"Проставить темп,%",0.04,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,P76,"Проставить темп,%",0.05,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Q76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,R76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,S76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,T76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,U76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,V76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,W76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,X76,"Проставить темп,%",0.07,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Y76,"Проставить темп,%",0.05,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Z76,"Проставить темп,%",0.05,CAPEX.ITEMS[DEVELOPER_OVERHEAD].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,D84,Налог на имущество,0.002,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,D85,НДС,0.22,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,M85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,N85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,O85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,P85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Q85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,R85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,S85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,T85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,U85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,V85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,W85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,X85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Y85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,Z85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,AA85,НДС,5000000,CAPEX.ITEMS[LAND_TAX_OR_RENT].schedule,replace,ручной % распределения → правило графика; ряд сохранён в кейсе как manual
CF1,D86,Налог на прибыль,0.25,TAX.PROFIT_RATE,remove,дубль
CF1,D92,Пополнение эскроу за вычетом ФОР,0,FIN.ESCROW_RESERVE_RATE,keep,
CF1,D102,Определение залоговой стоимости квартир,0.15,FIN.COLLATERAL_DISCOUNT,keep,
CF1,D111,Комиссия за выдачу,0.01,FIN.FEE_ARRANGEMENT,keep,
CF1,D115,Ключевая ставка,0.1425,FIN.KEY_RATE_PATH,replace,"14,25% устарело: 14,00% на 11.09.2026"
CF1,D116,Льготная ставка кредитования,0.05,FIN.RATE_PREFERENTIAL,keep,
CF1,D117,Базовая ставка кредитования,0.2,FIN.RATE_BASE_SPREAD,fix,база 20% → ключевая + спред
CF1,D118,Ставка скидки,-0.02,FIN.RATE_DISCOUNT_COEF,keep,
CF1,D119,Минимальная ставка,0.001,FIN.RATE_MIN,keep,
CF1,D132,Upfront equity (собственный капитал),0.1,FIN.EQUITY_SHARE,fix,"взнос вперёд, а не % от расходов периода"
CF1,D139,Cost of Eqity,0.25,VAL.EQUITY_PREMIUM,fix,разложить на безрисковую + премию
План продаж,E1,,57,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,F1,,18,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,G1,,11,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,H1,,14,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,J1,,30,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,K1,,36,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,N1,,35,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,O1,,41,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,P1,,45,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,Q1,,46,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,R1,,47,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,S1,,47,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,V1,,44,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,W1,,43,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,X1,,41,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AA1,,30,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AB1,,27,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AC1,,27,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AD1,,27,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AE1,,19,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AF1,,17,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AG1,,5,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,E2,,42,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,F2,,13,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,G2,,9,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,H2,,11,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,J2,,23,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,K2,,26,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,M2,,32,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,N2,,26,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,O2,,31,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,P2,,35,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,Q2,,35,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,R2,,35,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,S2,,33,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,T2,,34,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,U2,,34,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,V2,,33,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,W2,,33,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,X2,,31,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,Y2,,25,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,Z2,,25,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AA2,,22,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AB2,,21,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AC2,,21,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AD2,,21,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AE2,,14,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AF2,,12,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AG2,,4,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,E3,,42,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,F3,,13,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,G3,,9,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,H3,,11,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,J3,,23,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,K3,,27,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,M3,,31,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,N3,,27,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,O3,,31,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,P3,,31,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,Q3,,34,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,R3,,36,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,S3,,33,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,T3,,35,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,U3,,35,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,V3,,34,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,W3,,33,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,X3,,31,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,Y3,,25,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,Z3,,25,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AA3,,22,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AB3,,21,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AC3,,21,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AD3,,21,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AE3,,14,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AF3,,12,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,AG3,,4,SALES.PACE,remove,дубль рядов 28/33/38
План продаж,E21,,9314.2,SALES.PACE,remove,итоги вбиты числами
План продаж,F21,,2888.2,SALES.PACE,remove,итоги вбиты числами
План продаж,G21,,1900,SALES.PACE,remove,итоги вбиты числами
План продаж,H21,,2400,SALES.PACE,remove,итоги вбиты числами
План продаж,I21,,1970.6585600000021,SALES.PACE,remove,итоги вбиты числами
План продаж,J21,,4635.331773,SALES.PACE,remove,итоги вбиты числами
План продаж,K21,,5297.155485,SALES.PACE,remove,итоги вбиты числами
План продаж,L21,,5958.979197,SALES.PACE,remove,итоги вбиты числами
План продаж,M21,,6199.642365,SALES.PACE,remove,итоги вбиты числами
План продаж,N21,,5297.155485,SALES.PACE,remove,итоги вбиты числами
План продаж,O21,,6197.1186210000005,SALES.PACE,remove,итоги вбиты числами
План продаж,P21,,6737.0965026,SALES.PACE,remove,итоги вбиты числами
План продаж,Q21,,6977.0866722,SALES.PACE,remove,итоги вбиты числами
План продаж,R21,,7097.081757,SALES.PACE,remove,итоги вбиты числами
План продаж,S21,,6610.208850000001,SALES.PACE,remove,итоги вбиты числами
План продаж,T21,,6910.196562,SALES.PACE,remove,итоги вбиты числами
План продаж,U21,,6910.196562,SALES.PACE,remove,итоги вбиты числами
План продаж,V21,,6529.374751999964,SALES.PACE,remove,итоги вбиты числами
План продаж,W21,,6308.215872,SALES.PACE,remove,итоги вбиты числами
План продаж,X21,,5994.085877000033,SALES.PACE,remove,итоги вбиты числами
План продаж,Y21,,4808.215872,SALES.PACE,remove,итоги вбиты числами
План продаж,Z21,,4808.215872,SALES.PACE,remove,итоги вбиты числами
План продаж,AA21,,4206.557952,SALES.PACE,remove,итоги вбиты числами
План продаж,AB21,,3906.57024,SALES.PACE,remove,итоги вбиты числами
План продаж,AC21,,3906.57024,SALES.PACE,remove,итоги вбиты числами
План продаж,AD21,,3906.57024,SALES.PACE,remove,итоги вбиты числами
План продаж,AE21,,2703.2543999999375,SALES.PACE,remove,итоги вбиты числами
План продаж,AF21,,2402.425440000055,SALES.PACE,remove,итоги вбиты числами
План продаж,AG21,,779.9680512000014,SALES.PACE,remove,итоги вбиты числами
План продаж,E22,,141,SALES.PACE,remove,итоги вбиты числами
План продаж,F22,,44,SALES.PACE,remove,итоги вбиты числами
План продаж,G22,,29,SALES.PACE,remove,итоги вбиты числами
План продаж,H22,,36,SALES.PACE,remove,итоги вбиты числами
План продаж,I22,,30,SALES.PACE,remove,итоги вбиты числами
План продаж,J22,,76,SALES.PACE,remove,итоги вбиты числами
План продаж,K22,,88,SALES.PACE,remove,итоги вбиты числами
План продаж,L22,,100,SALES.PACE,remove,итоги вбиты числами
План продаж,M22,,105,SALES.PACE,remove,итоги вбиты числами
План продаж,N22,,88,SALES.PACE,remove,итоги вбиты числами
План продаж,O22,,103,SALES.PACE,remove,итоги вбиты числами
План продаж,P22,,112,SALES.PACE,remove,итоги вбиты числами
План продаж,Q22,,116,SALES.PACE,remove,итоги вбиты числами
План продаж,R22,,118,SALES.PACE,remove,итоги вбиты числами
План продаж,S22,,111,SALES.PACE,remove,итоги вбиты числами
План продаж,T22,,115,SALES.PACE,remove,итоги вбиты числами
План продаж,U22,,115,SALES.PACE,remove,итоги вбиты числами
План продаж,V22,,111,SALES.PACE,remove,итоги вбиты числами
План продаж,W22,,108,SALES.PACE,remove,итоги вбиты числами
План продаж,X22,,103,SALES.PACE,remove,итоги вбиты числами
План продаж,Y22,,85,SALES.PACE,remove,итоги вбиты числами
План продаж,Z22,,85,SALES.PACE,remove,итоги вбиты числами
План продаж,AA22,,74,SALES.PACE,remove,итоги вбиты числами
План продаж,AB22,,69,SALES.PACE,remove,итоги вбиты числами
План продаж,AC22,,69,SALES.PACE,remove,итоги вбиты числами
План продаж,AD22,,69,SALES.PACE,remove,итоги вбиты числами
План продаж,AE22,,47,SALES.PACE,remove,итоги вбиты числами
План продаж,AF22,,41,SALES.PACE,remove,итоги вбиты числами
План продаж,AG22,,13,SALES.PACE,remove,итоги вбиты числами
План продаж,E28,"Темп продаж, шт",57,SALES.PACE,keep,шт/квартал
План продаж,F28,"Темп продаж, шт",18,SALES.PACE,keep,шт/квартал
План продаж,G28,"Темп продаж, шт",11,SALES.PACE,keep,шт/квартал
План продаж,H28,"Темп продаж, шт",14,SALES.PACE,keep,шт/квартал
План продаж,I28,"Темп продаж, шт",12,SALES.PACE,keep,шт/квартал
План продаж,J28,"Темп продаж, шт",30,SALES.PACE,keep,шт/квартал
План продаж,K28,"Темп продаж, шт",36,SALES.PACE,keep,шт/квартал
План продаж,L28,"Темп продаж, шт",40,SALES.PACE,keep,шт/квартал
План продаж,M28,"Темп продаж, шт",42,SALES.PACE,keep,шт/квартал
План продаж,N28,"Темп продаж, шт",35,SALES.PACE,keep,шт/квартал
План продаж,O28,"Темп продаж, шт",41,SALES.PACE,keep,шт/квартал
План продаж,P28,"Темп продаж, шт",45,SALES.PACE,keep,шт/квартал
План продаж,Q28,"Темп продаж, шт",46,SALES.PACE,keep,шт/квартал
План продаж,R28,"Темп продаж, шт",47,SALES.PACE,keep,шт/квартал
План продаж,S28,"Темп продаж, шт",47,SALES.PACE,keep,шт/квартал
План продаж,T28,"Темп продаж, шт",46,SALES.PACE,keep,шт/квартал
План продаж,U28,"Темп продаж, шт",46,SALES.PACE,keep,шт/квартал
План продаж,V28,"Темп продаж, шт",44,SALES.PACE,keep,шт/квартал
План продаж,W28,"Темп продаж, шт",43,SALES.PACE,keep,шт/квартал
План продаж,X28,"Темп продаж, шт",41,SALES.PACE,keep,шт/квартал
План продаж,Y28,"Темп продаж, шт",34,SALES.PACE,keep,шт/квартал
План продаж,Z28,"Темп продаж, шт",34,SALES.PACE,keep,шт/квартал
План продаж,AA28,"Темп продаж, шт",30,SALES.PACE,keep,шт/квартал
План продаж,AB28,"Темп продаж, шт",27,SALES.PACE,keep,шт/квартал
План продаж,AC28,"Темп продаж, шт",27,SALES.PACE,keep,шт/квартал
План продаж,AD28,"Темп продаж, шт",27,SALES.PACE,keep,шт/квартал
План продаж,AE28,"Темп продаж, шт",19,SALES.PACE,keep,шт/квартал
План продаж,AF28,"Темп продаж, шт",17,SALES.PACE,keep,шт/квартал
План продаж,AG28,"Темп продаж, шт",5,SALES.PACE,keep,шт/квартал
План продаж,E30,"Рост цен (от стадии проекта),%",0.02,SALES.PRICE_STAGE_UPLIFT,replace,2%/кв → рынок + стадия
План продаж,E33,"Темп продаж, шт",42,SALES.PACE,keep,шт/квартал
План продаж,F33,"Темп продаж, шт",13,SALES.PACE,keep,шт/квартал
План продаж,G33,"Темп продаж, шт",9,SALES.PACE,keep,шт/квартал
План продаж,H33,"Темп продаж, шт",11,SALES.PACE,keep,шт/квартал
План продаж,I33,"Темп продаж, шт",9,SALES.PACE,keep,шт/квартал
План продаж,J33,"Темп продаж, шт",23,SALES.PACE,keep,шт/квартал
План продаж,K33,"Темп продаж, шт",26,SALES.PACE,keep,шт/квартал
План продаж,L33,"Темп продаж, шт",30,SALES.PACE,keep,шт/квартал
План продаж,M33,"Темп продаж, шт",32,SALES.PACE,keep,шт/квартал
План продаж,N33,"Темп продаж, шт",26,SALES.PACE,keep,шт/квартал
План продаж,O33,"Темп продаж, шт",31,SALES.PACE,keep,шт/квартал
План продаж,P33,"Темп продаж, шт",35,SALES.PACE,keep,шт/квартал
План продаж,Q33,"Темп продаж, шт",35,SALES.PACE,keep,шт/квартал
План продаж,R33,"Темп продаж, шт",35,SALES.PACE,keep,шт/квартал
План продаж,S33,"Темп продаж, шт",33,SALES.PACE,keep,шт/квартал
План продаж,T33,"Темп продаж, шт",34,SALES.PACE,keep,шт/квартал
План продаж,U33,"Темп продаж, шт",34,SALES.PACE,keep,шт/квартал
План продаж,V33,"Темп продаж, шт",33,SALES.PACE,keep,шт/квартал
